CPT Code,Invalid Gender,Description
55865,F,EXPOSURE OF PROSTATE ANY APPROACH FOR INSERTION OF RADIOACTIVE SUBSTANCE; WITH BILATERAL PELVIC LYMPHADENECTOMY INCLUDING EXTERNAL ILIAC
55866,F,LAPAROSCOPY SURGICAL PROSTATECTOMY RETROPUBIC RADICAL INCLUDING NERVE SPARING
55870,F,ELECTROEJACULATION
55873,F,"CRYOSURGICAL ABLATION OF THE PROSTATE (INCLUDES ULTRASONIC GUIDANCE FOR INTERSTITIAL CRYOSURGICAL PROBE PLACEMENT)"""""
56405,M,INCISION AND DRAINAGE OF VULVA OR PERINEAL ABSCESS
56420,M,INCISION AND DRAINAGE OF BARTHOLIN'S GLAND ABSCESS
56440,M,MARSUPIALIZATION OF BARTHOLIN'S GLAND CYST
56441,M,LYSIS OF LABIAL ADHESIONS
56501,M,DESTRUCTION OF LESION(S) VULVA; SIMPLE (EG
56515,M,DESTRUCTION OF LESION(S) VULVA; EXTENSIVE (EG
56605,M,BIOPSY OF VULVA OR PERINEUM (SEPARATE PROCEDURE); ONE LESION
56606,M,"BIOPSY OF VULVA OR PERINEUM (SEPARATE PROCEDURE); EACH SEPARATE ADDITIONAL LESION (LIST SEPARATELY IN ADDITIONTO CODE FOR PRIMARY PROCEDURE)"""""
56620,M,VULVECTOMY SIMPLE; PARTIAL
56625,M,VULVECTOMY SIMPLE; COMPLETE
56630,M,VULVECTOMY RADICAL PARTIAL;
56631,M,VULVECTOMY RADICAL PARTIAL; WITH UNILATERAL INGUINOFEMORAL LYMPHADENECTOMY
56632,M,VULVECTOMY RADICAL PARTIAL; WITH BILATERAL INGUINOFEMORAL LYMPHADENECTOMY
56633,M,VULVECTOMY RADICAL COMPLETE;
56634,M,VULVECTOMY RADICAL COMPLETE; WITH UNILATERAL INGUINOFEMORAL LYMPHADENECTOMY
56637,M,VULVECTOMY RADICAL COMPLETE; WITH BILATERAL INGUINOFEMORAL LYMPHADENECTOMY
56640,M,VULVECTOMY RADICAL COMPLETE WITH INGUINOFEMORAL ILIAC AND PELVIC LYMPHADENECTOMY
56700,M,PARTIAL HYMENECTOMY OR REVISION OF HYMENAL RING
56740,M,EXCISION OF BARTHOLIN'S GLAND OR CYST
56800,M,PLASTIC REPAIR OF INTROITUS
56805,M,CLITOROPLASTY FOR INTERSEX STATE
56810,M,PERINEOPLASTY REPAIR OF PERINEUM NON-OBSTETRICAL (SEPARATE PROCEDURE)
56820,M,COLPOSCOPY OF THE VULVA
56821,M,COLPOSCOPY OF THE VULVA; WITH BIOPSY(S)
57000,M,COLPOTOMY; WITH EXPLORATION
57010,M,COLPOTOMY; WITH DRAINAGE OF PELVIC ABSCESS
57020,M,COLPOCENTESIS (SEPARATE PROCEDURE)
57022,M,INCISION AND DRAINAGE OF VAGINAL HEMATOMA; OBSTETRICAL/POSTPARTUM
57023,M,INCISION AND DRAINAGE OF VAGINAL HEMATOMA; NON-OBSTETRICAL (EG
57061,M,DESTRUCTION OF VAGINAL LESION(S); SIMPLE (EG
57065,M,DESTRUCTION OF VAGINAL LESION(S); EXTENSIVE (EG
57100,M,BIOPSY OF VAGINAL MUCOSA; SIMPLE (SEPARATE PROCEDURE)
57105,M,BIOPSY OF VAGINAL MUCOSA; EXTENSIVE
57106,M,VAGINECTOMY PARTIAL REMOVAL OF VAGINAL WALL
57107,M,VAGINECTOMY PARTIAL REMOVAL OF VAGINAL WALL; WITH REMOVAL OF PARAVAGINAL TISSUE (RADICAL VAGINECTOMY)
57109,M,VAGINECTOMY PARTIAL REMOVAL OF VAGINAL WALL; WITH REMOVAL OF PARAVAGINAL TISSUE (RADICAL VAGINECTOMY) WITH BILATERAL TOTALPELVIC LYMPHADENECTOMY AND P
57110,M,VAGINECTOMY COMPLETE REMOVAL OF VAGINAL WALL
57111,M,VAGINECTOMY COMPLETE REMOVAL OF VAGINAL WALL; WITH REMOVAL OF PARAVAGINAL TISSUE (RADICAL VAGINECTOMY)
57112,M,VAGINECTOMY COMPLETE REMOVAL OF VAGINAL WALL; WITH REMOVAL OF PARAVAGINAL TISSUE (RADICAL VAGINECTOMY) WITHBILATERAL TOTALPELVIC LYMPHADENECTOMY AND
57120,M,COLPOCLEISIS (LE FORT TYPE)
57130,M,EXCISION OF VAGINAL SEPTUM
57135,M,EXCISION OF VAGINAL CYST OR TUMOR
57150,M,IRRIGATION OF VAGINA AND/OR APPLICATION OF MEDICAMENT FOR TREATMENT OF BACTERIAL
57155,M,INSERTION OF UTERINE TANDEMS AND/OR VAGINAL OVOIDS FOR CLINICAL BRACHYTHERAPY
57160,M,FITTING AND INSERTION OF PESSARY OR OTHER INTRAVAGINAL SUPPORT DEVICE
57170,M,DIAPHRAGM OR CERVICAL CAP FITTING WITH INSTRUCTIONS
57180,M,"INTRODUCTION OF ANY HEMOSTATIC AGENT OR PACK FOR SPONTANEOUS OR TRAUMATIC NONOBSTETRICAL VAGINAL HEMORRHAGE (SEPARATE PROCEDU""""RE)"""""
57200,M,COLPORRHAPHY
57210,M,COLPOPERINEORRHAPHY
57220,M,PLASTIC OPERATION ON URETHRAL SPHINCTER
57230,M,PLASTIC REPAIR OF URETHROCELE
57240,M,ANTERIOR COLPORRHAPHY
57250,M,POSTERIOR COLPORRHAPHY
57260,M,COMBINED ANTEROPOSTERIOR COLPORRHAPHY;
57265,M,COMBINED ANTEROPOSTERIOR COLPORRHAPHY; WITH ENTEROCELE REPAIR
57268,M,REPAIR OF ENTEROCELE VAGINAL APPROACH (SEPARATE PROCEDURE)
57280,M,COLPOPEXY
57282,M,SACROSPINOUS LIGAMENT FIXATION FOR PROLAPSE OF VAGINA
57284,M,PARAVAGINAL DEFECT REPAIR (INCLUDING REPAIR OF CYSTOCELE
57287,M,REMOVAL OR REVISION OF SLING FOR STRESS INCONTINENCE (EG
57288,M,SLING OPERATION FOR STRESS INCONTINENCE (EG
57289,M,PEREYRA PROCEDURE
57291,M,CONSTRUCTION OF ARTIFICIAL VAGINA; WITHOUT GRAFT
57292,M,CONSTRUCTION OF ARTIFICIAL VAGINA; WITH GRAFT
57300,M,CLOSURE OF RECTOVAGINAL FISTULA; VAGINAL OR TRANSANAL APPROACH
57305,M,CLOSURE OF RECTOVAGINAL FISTULA; ABDOMINAL APPROACH
57307,M,CLOSURE OF RECTOVAGINAL FISTULA; ABDOMINAL APPROACH
57308,M,CLOSURE OF RECTOVAGINAL FISTULA; TRANSPERINEAL APPROACH
57310,M,CLOSURE OF URETHROVAGINAL FISTULA;
57311,M,CLOSURE OF URETHROVAGINAL FISTULA; WITH BULBOCAVERNOSUS TRANSPLANT
57320,M,CLOSURE OF VESICOVAGINAL FISTULA; VAGINAL APPROACH
57330,M,CLOSURE OF VESICOVAGINAL FISTULA; TRANSVESICAL AND VAGINAL APPROACH
57335,M,VAGINOPLASTY FOR INTERSEX STATE
57400,M,DILATION OF VAGINA UNDER ANESTHESIA
57410,M,PELVIC EXAMINATION UNDER ANESTHESIA
57415,M,REMOVAL OF IMPACTED VAGINAL FOREIGN BODY (SEPARATE PROCEDURE) UNDER ANESTHESIA
57420,M,COLPOSCOPY OF THE ENTIRE VAGINA WITH CERVIX IF PRESENT;
57421,M,COLPOSCOPY OF THE ENTIRE VAGINA WITH CERVIX IF PRESENT; WITH BIOPSY(S)
57452,M,COLPOSCOPY OF THE CERVIX INCLUDING UPPER/ADJACENT VAGINA;
57454,M,"COLPOSCOPY OF THE CERVIX INCLUDING UPPER/ADJACENT VAGINA; WITH BIOPSY(S) OF THE CERVIX AND ENDOCERVICAL CURETTAGE"""""
57455,M,COLPOSCOPY OF THE CERVIX INCLUDING UPPER/ADJACENT VAGINA; WITH BIOPSY(S) OF THE CERVIX
57456,M,COLPOSCOPY OF THE CERVIX INCLUDING UPPER/ADJACENT VAGINA; WITH ENDOCERVICAL CURETTAGE
57460,M,COLPOSCOPY OF THE CERVIX INCLUDING UPPER/ADJACENT VAGINA; WITH LOOP ELECTRODE BIOPSY(S) OF THE CERVIX
57461,M,COLPOSCOPY OF THE CERVIX INCLUDING UPPER/ADJACENT VAGINA; WITH LOOP ELECTRODE CONIZATION OF THE CERVIX
57505,M,ENDOCERVICAL CURETTAGE (NOT DONE AS PART OF A DILATION AND CURETTAGE)
57510,M,CAUTERY OF CERVIX; ELECTRO OR THERMAL
57511,M,CAUTERY OF CERVIX; CRYOCAUTERY
57513,M,CAUTERY OF CERVIX; LASER ABLATION
57520,M,CONIZATION OF CERVIX WITH OR WITHOUT FULGURATION WITH OR WITHOUT DILATION AND CURETTAGE WITH OR WITHOUT REPAIR; COLD KNIFE OR LASER
57522,M,CONIZATION OF CERVIX WITH OR WITHOUT FULGURATION WITH OR WITHOUT DILATION AND CURETTAGE WITH OR WITHOUT REPAIR; LOOP ELECTRODE EXCISION
57530,M,TRACHELECTOMY (CERVICECTOMY) AMPUTATION OF CERVIX (SEPARATE PROCEDURE)
57531,M,RADICAL TRACHELECTOMY  WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY AND PARA-AORTIC LYMPH NODE SAMPLING BIOPSY
57540,M,EXCISION OF CERVICAL STUMP ABDOMINAL APPROACH;
57545,M,EXCISION OF CERVICAL STUMP ABDOMINAL APPROACH; WITH PELVIC FLOOR REPAIR
57550,M,EXCISION OF CERVICAL STUMP VAGINAL APPROACH;
57555,M,EXCISION OF CERVICAL STUMP VAGINAL APPROACH; WITH ANTERIOR AND/OR POSTERIOR REPAIR
57556,M,EXCISION OF CERVICAL STUMP VAGINAL APPROACH; WITH REPAIR OF ENTEROCELE
57700,M,CERCLAGE OF UTERINE CERVIX NONOBSTETRICAL
57720,M,TRACHELORRHAPHY PLASTIC REPAIR OF UTERINE CERVIX VAGINAL APPROACH
57800,M,DILATION OF CERVICAL CANAL
58100,M,ENDOMETRIAL SAMPLING (BIOPSY) WITH OR WITHOUT ENDOCERVICAL SAMPLING (BIOPSY)
58120,M,DILATION AND CURETTAGE
58140,M,MYOMECTOMY EXCISION OF FIBROID TUMOR(S) OF UTERUS 1 TO 4 INTRAMURAL MYOMA(S) WITH TOTAL WEIGHT OF 250 GRAMSOR LESS AND/ORREMOVALOF SURFACE MYOMAS
58145,M,MYOMECTOMY EXCISION OF FIBROID TUMOR(S) OF UTERUS 1 TO 4 INTRAMURAL MYOMA(S) WITH TOTAL WEIGHT OF 250 GRAMSOR LESS AND/ORREMOVALOF SURFACE MYOMAS
58146,M,MYOMECTOMY EXCISION OF FIBROID TUMOR(S) OF UTERUS 5 OR MORE INTRAMURAL MYOMAS AND/OR INTRAMURAL MYOMAS WITHTOTAL WEIGHT GREATER THAN 250 GRAMS
58150,M,TOTAL ABDOMINAL HYSTERECTOMY (CORPUS AND CERVIX) WITH OR WITHOUT REMOVAL OF TUBE(S) WITH OR WITHOUT REMOVALOF OVARY(S);
58152,M,TOTAL ABDOMINAL HYSTERECTOMY (CORPUS AND CERVIX) WITH OR WITHOUT REMOVAL OF TUBE(S)  WITH OR WITHOUT REMOVALOF OVARY(S); WITH COLPO OCYSTOPEX
58180,M,SUPRACERVICAL ABDOMINAL HYSTERECTOMY (SUBTOTAL HYSTERECTOMY)
58200,M,TOTAL ABDOMINAL HYSTERECTOMY INCLUDING PARTIAL VAGINECTOMY
58210,M,RADICAL ABDOMINAL HYSTERECTOMY WITH BILATERAL TOTAL PELVIC LYMPHADENECTOMY AND PARA-AORTIC LYMPH NODE SAMPLING (BIOPSY)
58240,M,PELVIC EXENTERATION FOR GYNECOLOGIC MALIGNANCY
58260,M,VAGINAL HYSTERECTOMY FOR UTERUS 250 GRAMS OR LESS;
58262,M,VAGINAL HYSTERECTOMY FOR UTERUS 250 GRAMS OR LESS; WITH REMOVAL OF TUBE(S) AND/OR OVARY(S)
58263,M,VAGINAL HYSTERECTOMY FOR UTERUS 250 GRAMS OR LESS; WITH REMOVAL OF TUBE(S) AND/OR OVARY(S) WITH REPAIR OF ENTEROCELE
58267,M,VAGINAL HYSTERECTOMY FOR UTERUS 250 GRAMS OR LESS; WITH COLPO-URETHROCYSTOPEXY (MARSHALL-MARCHETTI-KRANTZ TYPE PEREYRA TYPE) WITH OR WITHOUT ENDOSCO
58270,M,VAGINAL HYSTERECTOMY FOR UTERUS 250 GRAMS OR LESS; WITH REPAIR OF ENTEROCELE
58275,M,VAGINAL HYSTERECTOMY WITH TOTAL OR PARTIAL VAGINECTOMY;
58280,M,VAGINAL HYSTERECTOMY WITH TOTAL OR PARTIAL VAGINECTOMY; WITH REPAIR OF ENTEROCELE
58285,M,VAGINAL HYSTERECTOMY RADICAL (SCHAUTA TYPE OPERATION)
58290,M,VAGINAL HYSTERECTOMY FOR UTERUS GREATER THAN 250 GRAMS;
58291,M,VAGINAL HYSTERECTOMY FOR UTERUS GREATER THAN 250 GRAMS; WITH REMOVAL OF TUBE(S) AND/OR OVARY(S)
58292,M,VAGINAL HYSTERECTOMY FOR UTERUS GREATER THAN 250 GRAMS; WITH REMOVAL OF TUBE(S) AND/OR OVARY(S) WITH REPAIROF ENTEROCELE
58293,M,VAGINAL HYSTERECTOMY FOR UTERUS GREATER THAN 250 GRAMS; WITH COLPO-URETHROCYSTOPEXY (MARSHALL-MARCHETTI-KRANTZ TYPE
58294,M,VAGINAL HYSTERECTOMY FOR UTERUS GREATER THAN 250 GRAMS; WITH REPAIR OF ENTEROCELE
58300,M,INSERTION OF INTRAUTERINE DEVICE (IUD)
58301,M,REMOVAL OF INTRAUTERINE DEVICE (IUD)
58321,M,ARTIFICIAL INSEMINATION; INTRA-CERVICAL
58322,M,ARTIFICIAL INSEMINATION; INTRA-UTERINE
58323,M,SPERM WASHING FOR ARTIFICIAL INSEMINATION
58340,M,INJECTION PROCEDURE FOR HYSTEROSALPINGOGRAPHY
58345,M,TRANSCERVICAL INTRODUCTION OF FALLOPIAN TUBE CATHETER FOR DIAGNOSIS AND/OR RE-ESTABLISHING PATENCY (ANY METHOD)
58346,M,INSERTION OF HEYMAN CAPSULES FOR CLINICAL BRACHYTHERAPY
58350,M,CHROMOTUBATION OF OVIDUCT INCLUDING MATERIALS
58353,M,ENDOMETRIAL ABLATION THERMAL WITHOUT HYSTEROSCOPIC GUIDANCE
58400,M,UTERINE SUSPENSION WITH OR WITHOUT SHORTENING OF ROUND LIGAMENTS WITH OR WITHOUT SHORTENING OF SACROUTERINELIGAMENTS; (SEPARATE PROCEDURE)
58410,M,UTERINE SUSPENSION WITH OR WITHOUT SHORTENING OF ROUND LIGAMENTS WITH OR WITHOUT SHORTENING OF SACROUTERINELIGAMENTS; WITH PRESACRAL SYMPATHECTOMY
58520,M,HYSTERORRHAPHY REPAIR OF RUPTURED UTERUS (NONOBSTETRICAL)
58540,M,HYSTEROPLASTY REPAIR OF UTERINE ANOMALY (STRASSMAN TYPE)
58545,M,LAPAROSCOPY SURGICAL MYOMECTOMY EXCISION; 1 TO 4 INTRAMURAL MYOMAS WITH TOTAL WEIGHT OF 250 GRAMS OR LESSAND/OR REMOVALOF SURFACE MYOMAS
58546,M,LAPAROSCOPY SURGICAL MYOMECTOMY EXCISION; 5 OR MORE INTRAMURAL MYOMAS AND/OR INTRAMURAL MYOMAS WITH TOTALWEIGHT GREATERTHAN 250 GRAMS
58550,M,LAPAROSCOPY SURGICAL WITH VAGINAL HYSTERECTOMY FOR UTERUS 250 GRAMS OR LESS;
58552,M,LAPAROSCOPY SURGICAL WITH VAGINAL HYSTERECTOMY FOR UTERUS 250 GRAMS OR LESS; WITH REMOVAL OF TUBE(S) AND/OROVARY(S)
58553,M,LAPAROSCOPY SURGICAL WITH VAGINAL HYSTERECTOMY FOR UTERUS GREATER THAN 250 GRAMS;
58554,M,LAPAROSCOPY SURGICAL WITH VAGINAL HYSTERECTOMY FOR UTERUS GREATER THAN 250 GRAMS; WITH REMOVAL OF TUBE(S)AND/OR OVARY(S)
58555,M,HYSTEROSCOPY DIAGNOSTIC (SEPARATE PROCEDURE)
58558,M,HYSTEROSCOPY SURGICAL; WITH SAMPLING (BIOPSY) OF ENDOMETRIUM AND/OR POLYPECTOMY
58559,M,HYSTEROSCOPY  SURGICAL; WITH LYSIS OF INTRAUTERINE ADHESIONS (ANY METHOD)
58560,M,HYSTEROSCOPY SURGICAL; WITH DIVISION OR RESECTION OF INTRAUTERINE SEPTUM (ANY METHOD)
58561,M,HYSTEROSCOPY SURGICAL; WITH REMOVAL OF LEIOMYOMATA
58562,M,HYSTEROSCOPY SURGICAL; WITH REMOVAL OF IMPACTED FOREIGN BODY
58563,M,HYSTEROSCOPY SURGICAL; WITH ENDOMETRIAL ABLATION (EG
58600,M,LIGATION OR TRANSECTION OF FALLOPIAN TUBE(S) ABDOMINAL OR VAGINAL APPROACH UNILATERAL OR BILATERAL
58605,M,LIGATION OR TRANSECTION OF FALLOPIAN TUBE(S)  ABDOMINAL OR VAGINAL APPROACH  POSTPARTUM UNILATERAL OR BILATERAL DURING SAME HOSPITALIZATION (SEPARA
58611,M,"LIGATION OR TRANSECTION OF FALLOPIAN TUBE(S) WHEN DONE AT THE TIME OF CESAREAN DELIVERY OR INTRA-ABDOMINAL SURGERY (NOT SEPARATE PROCEDURE) (""""LISTSEPARA"""""
58615,M,OCCLUSION OF FALLOPIAN TUBE(S) BY DEVICE (EG
58660,M,LAPAROSCOPY SURGICAL; WITH LYSIS OF ADHESIONS (SALPINGOLYSIS OVARIOLYSIS) (SEPARATE PROCEDURE)
58661,M,LAPAROSCOPY SURGICAL; WITH REMOVAL OF ADNEXAL STRUCTURES (PARTIAL OR TOTAL OOPHORECTOMY AND/OR SALPINGECTOMY)
58662,M,LAPAROSCOPY SURGICAL; WITH FULGURATION OR EXCISION OF LESIONS OF THE OVARY
58670,M,LAPAROSCOPY SURGICAL; WITH FULGURATION OF OVIDUCTS (WITH OR WITHOUT TRANSECTION)
58671,M,LAPAROSCOPY SURGICAL; WITH OCCLUSION OF OVIDUCTS BY DEVICE (EG
58672,M,LAPAROSCOPY SURGICAL; WITH FIMBRIOPLASTY
58673,M,LAPAROSCOPY SURGICAL; WITH SALPINGOSTOMY (SALPINGONEOSTOMY)
58700,M,SALPINGECTOMY COMPLETE OR PARTIAL UNILATERAL OR BILATERAL (SEPARATE PROCEDURE)
58720,M,SALPINGO-OOPHORECTOMY COMPLETE OR PARTIAL UNILATERAL OR BILATERAL (SEPARATE PROCEDURE)
58740,M,LYSIS OF ADHESIONS (SALPINGOLYSIS OVARIOLYSIS)
58750,M,TUBOTUBAL ANASTOMOSIS
58752,M,TUBOUTERINE IMPLANTATION
58760,M,FIMBRIOPLASTY
58770,M,SALPINGOSTOMY (SALPINGONEOSTOMY)
58800,M,DRAINAGE OF OVARIAN CYST(S) UNILATERAL OR BILATERAL (SEPARATE PROCEDURE); VAGINAL APPROACH
58805,M,DRAINAGE OF OVARIAN CYST(S) UNILATERAL OR BILATERAL (SEPARATE PROCEDURE); ABDOMINAL APPROACH
58820,M,DRAINAGE OF OVARIAN ABSCESS; VAGINAL APPROACH
58822,M,DRAINAGE OF OVARIAN ABSCESS; ABDOMINAL APPROACH
58823,M,DRAINAGE OF PELVIC ABSCESS
58825,M,TRANSPOSITION  OVARY(S)
58900,M,BIOPSY OF OVARY UNILATERAL OR BILATERAL (SEPARATE PROCEDURE)
58920,M,WEDGE RESECTION OR BISECTION OF OVARY UNILATERAL OR BILATERAL
58925,M,OVARIAN CYSTECTOMY UNILATERAL OR BILATERAL
58940,M,OOPHORECTOMY PARTIAL OR TOTAL UNILATERAL OR BILATERAL;
58943,M,OOPHORECT PRTL OR TTL UNILAT OR BIL; FOR OVAR TUBAL OR PRIM PERITON MALIG W PARA-AORT & PELV LYMPH NODE BX PERITON WASH
58950,M,RESECTION OF OVARIAN TUBAL OR PRIMARY PERITONEAL MALIGNANCY WITH BILATERAL SALPINGO-OOPHORECTOMY AND OMENTECTOMY;
58951,M,RESECTION OF OVARIAN TUBAL OR PRIMARY PERITONEAL MALIGNANCY WITH BILATERAL SALPINGO-OOPHORECTOMY AND OMENTECTOMY; WITH TAHPELVIC AND LIMITED PARA-A
58952,M,RESECTION OF OVARIAN  TUBAL OR PRIMARY PERITONEAL MALIGNANCY WITH BSO AND OMENTECT; WITH RADICAL DISSEC FOR DEBULKING (IE
58953,M,BILATERAL SALPINGO-OOPHORECTOMY WITH OMENTECTOMY TOTAL ABDOMINAL HYSTERECTOMY AND RADICAL DISSECTION FOR DEBULKING;
58954,M,BILATERAL SALPINGO-OOPHORECTOMY WITH OMENTECTOMY  TOTAL ABDOMINAL HYSTERECTOMY AND RADICAL DISSECTION FOR DEBULKING; WITH PELVIC LYMPHADENECTOMY AND L
58960,M,LAPAROT  FOR STAGING/RESTAG OF OVARIAN  TUBAL/PRIMARY PERITON MALIG (SECOND LOOK)
58970,M,FOLLICLE PUNCTURE FOR OOCYTE RETRIEVAL
58974,M,EMBRYO TRANSFER INTRAUTERINE
58976,M,GAMETE ZYGOTE OR EMBRYO INTRAFALLOPIAN TRANSFER
59000,M,AMNIOCENTESIS; DIAGNOSTIC
59001,M,AMNIOCENTESIS; THERAPEUTIC AMNIOTIC FLUID REDUCTION (INCLUDES ULTRASOUND GUIDANCE)
59012,M,CORDOCENTESIS (INTRAUTERINE)
59015,M,CHORIONIC VILLUS SAMPLING
59020,M,FETAL CONTRACTION STRESS TEST
59025,M,FETAL NON-STRESS TEST
59030,M,FETAL SCALP BLOOD SAMPLING
59050,M,FETAL MONITORING DURING LABOR BY CONSULTING PHYSICIAN (IE NON-ATTENDING PHYSICIAN) WITH WRITTEN REPORT; SUPERVISION AND INTERPRETATION
59051,M,FETAL MONITORING DURING LABOR BY CONSULTING PHYSICIAN (IE NON-ATTENDING PHYSICIAN) WITH WRITTEN REPORT (SEPARATE PROCEDURE); INTERPRETATION ONLY
59100,M,HYSTEROTOMY ABDOMINAL (EG FOR HYDATIDIFORM MOLE ABORTION)
59120,M,SURGICAL TREATMENT OF ECTOPIC PREGNANCY; TUBAL OR OVARIAN REQUIRING SALPINGECTOMY AND/OR OOPHORECTOMY ABDOMINAL OR VAGINALAPPROACH
59121,M,SURGICAL TREATMENT OF ECTOPIC PREGNANCY; TUBAL OR OVARIAN WITHOUT SALPINGECTOMY AND/OR OOPHORECTOMY
59130,M,SURGICAL TREATMENT OF ECTOPIC PREGNANCY; ABDOMINAL PREGNANCY
59135,M,SURGICAL TREATMENT OF ECTOPIC PREGNANCY; INTERSTITIAL UTERINE PREGNANCY REQUIRING TOTAL HYSTERECTOMY
59136,M,SURGICAL TREATMENT OF ECTOPIC PREGNANCY; INTERSTITIAL UTERINE PREGNANCY WITH PARTIAL RESECTION OF UTERUS
59140,M,SURGICAL TREATMENT OF ECTOPIC PREGNANCY; CERVICAL  WITH EVACUATION
59150,M,LAPAROSCOPIC TREATMENT OF ECTOPIC PREGNANCY; WITHOUT SALPINGECTOMY AND/OR OOPHORECTOMY
59151,M,LAPAROSCOPIC TREATMENT OF ECTOPIC PREGNANCY; WITH SALPINGECTOMY AND/OR OOPHORECTOMY
59160,M,CURRETTAGE POSTPARTUM
59200,M,INSERTION OF CERVICAL DILATOR (EG LAMINARIA PROSTAGLANDIN) (SEPARATE PROCEDURE)
59300,M,EPISIOTOMY OR VAGINAL REPAIR BY OTHER THAN ATTENDING PHYSICIAN
59320,M,CERCLAGE OF CERVIX DURING PREGNANCY; VAGINAL
59325,M,CERCLAGE OF CERVIX DURING PREGNANCY; ABDOMINAL
59350,M,HYSTERORRHAPHY OF RUPTURED UTERUS
59400,M,ROUTINE OBSTETRIC CARE INCLUDING ANTEPARTUM CARE VAGINAL DELIVERY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS) AND POSTPARTUM CARE
59409,M,VAGINAL DELIVERY ONLY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS);
59410,M,VAGINAL DELIVERY ONLY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS); INCLUDING POSTPARTUM CARE
59412,M,EXTERNAL CEPHALIC VERSION WITH OR WITHOUT TOCOLYSIS
59414,M,DELIVERY OF PLACENTA (SEPARATE PROCEDURE)
59425,M,ANTEPARTUM CARE ONLY; 4-6 VISITS
59426,M,ANTEPARTUM CARE ONLY; 7 OR MORE VISITS
59430,M,POSTPARTUM CARE ONLY (SEPARATE PROCEDURE)
59510,M,ROUTINE OBSTETRIC CARE INCLUDING ANTEPARTUM CARE CESAREAN DELIVERY AND POSTPARTUM CARE
59514,M,CESAREAN DELIVERY ONLY;
59515,M,CESAREAN DELIVERY ONLY; INCLUDING POSTPARTUM CARE
59525,M,SUBTOTAL OR TOTAL HYSTERECTOMY AFTER CESAREAN DELIVERY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
59610,M,ROUTINE OBSTETRIC CARE INCLUDING ANTEPARTUM CARE VAGINAL DELIVERY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS) AND POSTPARTUM CARE AFTER PREVIOUSC
59612,M,VAGINAL DELIVERY ONLY  AFTER PREVIOUS CESAREAN DELIVERY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS);
59614,M,"VAGINAL DELIVERY ONLY  AFTER PREVIOUS CESAREAN DELIVERY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS); INCLUDING POSTPARTUM CA""""RE"""""
59618,M,ROUTINE OBSTETRIC CARE INCLUDING ANTEPARTUM CARE CESAREAN DELIVERY  AND POSTPARTUM CARE FOLLOWING ATTEMPTEDVAGINAL DELIVERY AFTER PREVIOUS CESAREAND
59620,M,CESAREAN DELIVERY ONLY FOLLOWING ATTEMPTED VAGINAL DELIVERY AFTER PREVIOUS CESAREAN DELIVERY;
59622,M,CESAREAN DELIVERY ONLY  FOLLOWING ATTEMPTED VAGINAL DELIVERY AFTER PREVIOUS CESAREAN DELIVERY; INCLUDING POSTPARTUM CARE
59812,M,TREATMENT OF INCOMPLETE ABORTION ANY TRIMESTER COMPLETED SURGICALLY
59820,M,TREATMENT OF MISSED ABORTION COMPLETED SURGICALLY; FIRST TRIMESTER
59821,M,TREATMENT OF MISSED ABORTION  COMPLETED SURGICALLY; SECOND TRIMESTER
59830,M,TREATMENT OF SEPTIC ABORTION  COMPLETED SURGICALLY
59840,M,INDUCED ABORTION BY DILATION AND CURETTAGE
59841,M,INDUCED ABORTION  BY DILATION AND EVACUATION
59850,M,INDUCED ABORTION BY ONE OR MORE INTRA-AMNIOTIC INJECTIONS (AMNIOCENTESIS-INJECTIONS) INC HOSP ADMISSION & VISITS  DELIVER OF FETUS& SECUNDINES;WIT
59851,M,INDUCED ABORTION BY ONE OR MORE INTRA-AMNIOTIC INJECTIONS (AMNIOCENTESIS-INJECTIONS) INC HOSP ADMISSION & VISITS  DELIVER OF FETUS& SECUNDINES;WIT
59852,M,INDUCED ABORTION BY ONE OR MORE INTRA-AMNIOTIC INJECTIONS (AMNIOCENTESIS-INJECTIONS)  INC HOSP ADMISSION & VISITS  DELIVER OF FETUS& SECUNDINES;WIT
59855,M,INDUCED ABORTION BY ONE OR MORE VAGINAL SUPPOSITORIES (EG PROSTAGLANDIN) W W/O CERVICAL DILATION (EG LAMINARIA) INC HOSP ADM/VISITS DELIVERYFET
59856,M,INDUCED ABORTION BY ONE OR MORE VAGINAL SUPPOSITORIES (EG PROSTAGLANDIN) W W/O CERVICAL DILATION (EG LAMINARIA) INC HOSP ADM/VISITS DELIVERYFET
59857,M,INDUCED ABORTION BY ONE OR MORE VAGINAL SUPPOSITORIES (EG PROSTAGLANDIN) W W/O CERVICAL DILATION (EG LAMINARIA) INC HOSP ADM/VISITS DELIVERYFET
59866,M,MULTIFETAL PREGNANCY REDUCTION(S) (MPR)
59870,M,UTERINE EVACUATION AND CURETTAGE FOR HYDATIDIFORM MOLE
