ICD9Code,Alternate Code,ICD10Code,Invalid Gender,Concept Name
64664,646.64,O86.20,M,Gu infection-postpartum
64664,646.64,O86.21,M,Gu infection-postpartum
64664,646.64,O86.22,M,Gu infection-postpartum
64664,646.64,O86.29,M,Gu infection-postpartum
64670,646.70,O26.619,M,Liver/bil trct disr-unsp
64671,646.71,O26.611,M,Liver/bil trct disr-del
64671,646.71,O26.612,M,Liver/bil trct disr-del
64671,646.71,O26.613,M,Liver/bil trct disr-del
64671,646.71,O26.62,M,Liver/bil trct disr-del
64673,646.73,O26.611,M,Liver/bil trct disr-ante
64673,646.73,O26.612,M,Liver/bil trct disr-ante
64673,646.73,O26.613,M,Liver/bil trct disr-ante
64680,646.80,O26.819,M,Preg compl NEC-unspec
64680,646.80,O99.89,M,Preg compl NEC-unspec
64680,646.80,O26.10,M,Preg compl NEC-unspec
64680,646.80,O26.30,M,Preg compl NEC-unspec
64680,646.80,O26.40,M,Preg compl NEC-unspec
64680,646.80,O26.719,M,Preg compl NEC-unspec
64680,646.80,O26.899,M,Preg compl NEC-unspec
64680,646.80,O29.019,M,Preg compl NEC-unspec
64680,646.80,O29.029,M,Preg compl NEC-unspec
64680,646.80,O29.099,M,Preg compl NEC-unspec
64680,646.80,O29.119,M,Preg compl NEC-unspec
64680,646.80,O29.129,M,Preg compl NEC-unspec
64680,646.80,O29.199,M,Preg compl NEC-unspec
64680,646.80,O29.219,M,Preg compl NEC-unspec
64680,646.80,O29.299,M,Preg compl NEC-unspec
64680,646.80,O29.3X9,M,Preg compl NEC-unspec
64680,646.80,O29.40,M,Preg compl NEC-unspec
64680,646.80,O29.5X9,M,Preg compl NEC-unspec
64680,646.80,O29.60,M,Preg compl NEC-unspec
64680,646.80,O29.8X9,M,Preg compl NEC-unspec
64680,646.80,O29.90,M,Preg compl NEC-unspec
64680,646.80,O99.350,M,Preg compl NEC-unspec
64681,646.81,O26.11,M,Preg compl NEC-delivered
64681,646.81,O26.12,M,Preg compl NEC-delivered
64681,646.81,O26.13,M,Preg compl NEC-delivered
64681,646.81,O26.41,M,Preg compl NEC-delivered
64681,646.81,O26.42,M,Preg compl NEC-delivered
64681,646.81,O26.43,M,Preg compl NEC-delivered
64681,646.81,O26.811,M,Preg compl NEC-delivered
64681,646.81,O26.812,M,Preg compl NEC-delivered
64681,646.81,O26.813,M,Preg compl NEC-delivered
64681,646.81,O26.891,M,Preg compl NEC-delivered
64681,646.81,O26.892,M,Preg compl NEC-delivered
64681,646.81,O26.893,M,Preg compl NEC-delivered
64681,646.81,O99.89,M,Preg compl NEC-delivered
64681,646.81,O26.31,M,Preg compl NEC-delivered
64681,646.81,O26.32,M,Preg compl NEC-delivered
64681,646.81,O26.33,M,Preg compl NEC-delivered
64681,646.81,O26.711,M,Preg compl NEC-delivered
64681,646.81,O26.712,M,Preg compl NEC-delivered
64681,646.81,O26.713,M,Preg compl NEC-delivered
64681,646.81,O26.72,M,Preg compl NEC-delivered
64681,646.81,O26.86 ,M,Preg compl NEC-delivered
64681,646.81,O26.91,M,Preg compl NEC-delivered
64681,646.81,O26.92,M,Preg compl NEC-delivered
64681,646.81,O26.93,M,Preg compl NEC-delivered
64681,646.81,O29.011,M,Preg compl NEC-delivered
64681,646.81,O29.012,M,Preg compl NEC-delivered
64681,646.81,O29.013,M,Preg compl NEC-delivered
64681,646.81,O29.021,M,Preg compl NEC-delivered
64681,646.81,O29.022,M,Preg compl NEC-delivered
64681,646.81,O29.023,M,Preg compl NEC-delivered
64681,646.81,O29.091,M,Preg compl NEC-delivered
64681,646.81,O29.092,M,Preg compl NEC-delivered
64681,646.81,O29.093,M,Preg compl NEC-delivered
64681,646.81,O29.111,M,Preg compl NEC-delivered
64681,646.81,O29.112,M,Preg compl NEC-delivered
64681,646.81,O29.113,M,Preg compl NEC-delivered
64681,646.81,O29.121,M,Preg compl NEC-delivered
64681,646.81,O29.122,M,Preg compl NEC-delivered
64681,646.81,O29.123,M,Preg compl NEC-delivered
64681,646.81,O29.191,M,Preg compl NEC-delivered
64681,646.81,O29.192,M,Preg compl NEC-delivered
64681,646.81,O29.193,M,Preg compl NEC-delivered
64681,646.81,O29.211,M,Preg compl NEC-delivered
64681,646.81,O29.212,M,Preg compl NEC-delivered
64681,646.81,O29.213,M,Preg compl NEC-delivered
64681,646.81,O29.291,M,Preg compl NEC-delivered
64681,646.81,O29.292,M,Preg compl NEC-delivered
64681,646.81,O29.293,M,Preg compl NEC-delivered
64681,646.81,O29.3X1,M,Preg compl NEC-delivered
64681,646.81,O29.3X2,M,Preg compl NEC-delivered
64681,646.81,O29.3X3,M,Preg compl NEC-delivered
64681,646.81,O29.41,M,Preg compl NEC-delivered
64681,646.81,O29.42,M,Preg compl NEC-delivered
64681,646.81,O29.43,M,Preg compl NEC-delivered
64681,646.81,O29.5X1,M,Preg compl NEC-delivered
64681,646.81,O29.5X2,M,Preg compl NEC-delivered
64681,646.81,O29.5X3,M,Preg compl NEC-delivered
64681,646.81,O29.61,M,Preg compl NEC-delivered
64681,646.81,O29.62,M,Preg compl NEC-delivered
64681,646.81,O29.63,M,Preg compl NEC-delivered
64681,646.81,O29.8X1,M,Preg compl NEC-delivered
64681,646.81,O29.8X2,M,Preg compl NEC-delivered
64681,646.81,O29.8X3,M,Preg compl NEC-delivered
64681,646.81,O29.91,M,Preg compl NEC-delivered
64681,646.81,O29.92,M,Preg compl NEC-delivered
64681,646.81,O29.93,M,Preg compl NEC-delivered
64681,646.81,O99.351,M,Preg compl NEC-delivered
64681,646.81,O99.352,M,Preg compl NEC-delivered
64681,646.81,O99.353,M,Preg compl NEC-delivered
64681,646.81,O99.354,M,Preg compl NEC-delivered
64682,646.82,O26.891,M,Preg compl NEC-del w p/p
64682,646.82,O26.892,M,Preg compl NEC-del w p/p
64682,646.82,O26.893,M,Preg compl NEC-del w p/p
64682,646.82,O99.355,M,Preg compl NEC-del w p/p
64683,646.83,O26.11,M,Preg compl NEC-antepart
64683,646.83,O26.12,M,Preg compl NEC-antepart
64683,646.83,O26.13,M,Preg compl NEC-antepart
64683,646.83,O26.41,M,Preg compl NEC-antepart
64683,646.83,O26.42,M,Preg compl NEC-antepart
64683,646.83,O26.43,M,Preg compl NEC-antepart
64683,646.83,O26.811,M,Preg compl NEC-antepart
64683,646.83,O26.812,M,Preg compl NEC-antepart
64683,646.83,O26.813,M,Preg compl NEC-antepart
64683,646.83,O26.891,M,Preg compl NEC-antepart
64683,646.83,O26.892,M,Preg compl NEC-antepart
64683,646.83,O26.893,M,Preg compl NEC-antepart
64683,646.83,O99.89,M,Preg compl NEC-antepart
64683,646.83,O26.31,M,Preg compl NEC-antepart
64683,646.83,O26.32,M,Preg compl NEC-antepart
64683,646.83,O26.33,M,Preg compl NEC-antepart
64683,646.83,O26.711,M,Preg compl NEC-antepart
64683,646.83,O26.712,M,Preg compl NEC-antepart
64683,646.83,O26.713,M,Preg compl NEC-antepart
64683,646.83,O26.86 ,M,Preg compl NEC-antepart
64683,646.83,O26.91,M,Preg compl NEC-antepart
64683,646.83,O26.92,M,Preg compl NEC-antepart
64683,646.83,O26.93,M,Preg compl NEC-antepart
64683,646.83,O29.011,M,Preg compl NEC-antepart
64683,646.83,O29.012,M,Preg compl NEC-antepart
64683,646.83,O29.013,M,Preg compl NEC-antepart
64683,646.83,O29.021,M,Preg compl NEC-antepart
64683,646.83,O29.022,M,Preg compl NEC-antepart
64683,646.83,O29.023,M,Preg compl NEC-antepart
64683,646.83,O29.091,M,Preg compl NEC-antepart
64683,646.83,O29.092,M,Preg compl NEC-antepart
64683,646.83,O29.093,M,Preg compl NEC-antepart
64683,646.83,O29.111,M,Preg compl NEC-antepart
64683,646.83,O29.112,M,Preg compl NEC-antepart
64683,646.83,O29.113,M,Preg compl NEC-antepart
64683,646.83,O29.121,M,Preg compl NEC-antepart
64683,646.83,O29.122,M,Preg compl NEC-antepart
64683,646.83,O29.123,M,Preg compl NEC-antepart
64683,646.83,O29.191,M,Preg compl NEC-antepart
64683,646.83,O29.192,M,Preg compl NEC-antepart
64683,646.83,O29.193,M,Preg compl NEC-antepart
64683,646.83,O29.211,M,Preg compl NEC-antepart
64683,646.83,O29.212,M,Preg compl NEC-antepart
64683,646.83,O29.213,M,Preg compl NEC-antepart
64683,646.83,O29.291,M,Preg compl NEC-antepart
64683,646.83,O29.292,M,Preg compl NEC-antepart
64683,646.83,O29.293,M,Preg compl NEC-antepart
64683,646.83,O29.3X1,M,Preg compl NEC-antepart
64683,646.83,O29.3X2,M,Preg compl NEC-antepart
64683,646.83,O29.3X3,M,Preg compl NEC-antepart
64683,646.83,O29.41,M,Preg compl NEC-antepart
64683,646.83,O29.42,M,Preg compl NEC-antepart
64683,646.83,O29.43,M,Preg compl NEC-antepart
64683,646.83,O29.5X1,M,Preg compl NEC-antepart
64683,646.83,O29.5X2,M,Preg compl NEC-antepart
64683,646.83,O29.5X3,M,Preg compl NEC-antepart
64683,646.83,O29.61,M,Preg compl NEC-antepart
64683,646.83,O29.62,M,Preg compl NEC-antepart
64683,646.83,O29.63,M,Preg compl NEC-antepart
64683,646.83,O29.8X1,M,Preg compl NEC-antepart
64683,646.83,O29.8X2,M,Preg compl NEC-antepart
64683,646.83,O29.8X3,M,Preg compl NEC-antepart
64683,646.83,O29.91,M,Preg compl NEC-antepart
64683,646.83,O29.92,M,Preg compl NEC-antepart
64683,646.83,O29.93,M,Preg compl NEC-antepart
64683,646.83,O99.351,M,Preg compl NEC-antepart
64683,646.83,O99.352,M,Preg compl NEC-antepart
64683,646.83,O99.353,M,Preg compl NEC-antepart
64684,646.84,O90.89,M,Preg compl NEC-postpart
64684,646.84,O26.63,M,Preg compl NEC-postpart
64684,646.84,O26.73,M,Preg compl NEC-postpart
64684,646.84,O99.355,M,Preg compl NEC-postpart
64690,646.90,O26.90,M,Preg compl NOS-unspec
64691,646.91,O99.89,M,Preg compl NOS-delivered
64693,646.93,O99.89,M,Preg compl NOS-antepart
64700,647.00,O98.119,M,Syphilis in preg-unspec
64701,647.01,O98.111,M,Syphilis-delivered
64701,647.01,O98.112,M,Syphilis-delivered
64701,647.01,O98.113,M,Syphilis-delivered
64701,647.01,O98.12,M,Syphilis-delivered
64702,647.02,O98.13,M,Syphilis-delivered w p/p
64703,647.03,O98.111,M,Syphilis-antepartum
64703,647.03,O98.112,M,Syphilis-antepartum
64703,647.03,O98.113,M,Syphilis-antepartum
64704,647.04,O98.13,M,Syphilis-postpartum
64710,647.10,O98.219,M,Gonorrhea in preg-unspec
64711,647.11,O98.211,M,Gonorrhea-delivered
64711,647.11,O98.212,M,Gonorrhea-delivered
64711,647.11,O98.213,M,Gonorrhea-delivered
64711,647.11,O98.22,M,Gonorrhea-delivered
64712,647.12,O98.23,M,Gonorrhea-deliver w p/p
64713,647.13,O98.211,M,Gonorrhea-antepartum
64713,647.13,O98.212,M,Gonorrhea-antepartum
64713,647.13,O98.213,M,Gonorrhea-antepartum
64714,647.14,O98.23,M,Gonorrhea-postpartum
64720,647.20,O98.319,M,Other VD in preg-unspec
64721,647.21,O98.311,M,Other vd-delivered
64721,647.21,O98.312,M,Other vd-delivered
64721,647.21,O98.313,M,Other vd-delivered
64721,647.21,O98.32,M,Other vd-delivered
64722,647.22,O98.33,M,Other vd-delivered w p/p
64723,647.23,O98.311,M,Other vd-antepartum
64723,647.23,O98.312,M,Other vd-antepartum
64723,647.23,O98.313,M,Other vd-antepartum
64724,647.24,O98.33,M,Other vd-postpartum
64730,647.30,O98.019,M,TB in preg-unspecified
64731,647.31,O98.011,M,Tuberculosis-delivered
64731,647.31,O98.012,M,Tuberculosis-delivered
64731,647.31,O98.013,M,Tuberculosis-delivered
64731,647.31,O98.02,M,Tuberculosis-delivered
64732,647.32,O98.03,M,Tuberculosis-deliv w p/p
64733,647.33,O98.011,M,Tuberculosis-antepartum
64733,647.33,O98.012,M,Tuberculosis-antepartum
64733,647.33,O98.013,M,Tuberculosis-antepartum
64734,647.34,O98.03,M,Tuberculosis-postpartum
64740,647.40,O98.619,M,Malaria in preg-unspec
64741,647.41,O98.611,M,Malaria-delivered
64741,647.41,O98.612,M,Malaria-delivered
64741,647.41,O98.613,M,Malaria-delivered
64741,647.41,O98.62,M,Malaria-delivered
64742,647.42,O98.63,M,Malaria-delivered w p/p
64743,647.43,O98.611,M,Malaria-antepartum
64743,647.43,O98.612,M,Malaria-antepartum
64743,647.43,O98.613,M,Malaria-antepartum
64744,647.44,O98.63,M,Malaria-postpartum
64750,647.50,O98.519,M,Rubella in preg-unspec
64751,647.51,O98.511,M,Rubella-delivered
64751,647.51,O98.512,M,Rubella-delivered
64751,647.51,O98.513,M,Rubella-delivered
64751,647.51,O98.52,M,Rubella-delivered
64752,647.52,O98.53,M,Rubella-delivered w p/p
64753,647.53,O98.511,M,Rubella-antepartum
64753,647.53,O98.512,M,Rubella-antepartum
64753,647.53,O98.513,M,Rubella-antepartum
64754,647.54,O98.53,M,Rubella-postpartum
64760,647.60,O98.519,M,Oth virus in preg-unspec
64760,647.60,O98.419,M,Oth virus in preg-unspec
64760,647.60,O98.719,M,Oth virus in preg-unspec
64761,647.61,O98.42,M,Oth viral dis-delivered
64761,647.61,O98.511,M,Oth viral dis-delivered
64761,647.61,O98.512,M,Oth viral dis-delivered
64761,647.61,O98.513,M,Oth viral dis-delivered
64761,647.61,O98.52,M,Oth viral dis-delivered
64761,647.61,O98.411,M,Oth viral dis-delivered
64761,647.61,O98.412,M,Oth viral dis-delivered
64761,647.61,O98.413,M,Oth viral dis-delivered
64761,647.61,O98.711,M,Oth viral dis-delivered
64761,647.61,O98.712,M,Oth viral dis-delivered
64761,647.61,O98.713,M,Oth viral dis-delivered
64761,647.61,O98.72,M,Oth viral dis-delivered
64762,647.62,O98.43,M,Oth viral dis-del w p/p
64762,647.62,O98.53,M,Oth viral dis-del w p/p
64763,647.63,O98.511,M,Oth viral dis-antepartum
64763,647.63,O98.512,M,Oth viral dis-antepartum
64763,647.63,O98.513,M,Oth viral dis-antepartum
64763,647.63,O98.411,M,Oth viral dis-antepartum
64763,647.63,O98.412,M,Oth viral dis-antepartum
64763,647.63,O98.413,M,Oth viral dis-antepartum
64763,647.63,O98.711,M,Oth viral dis-antepartum
64763,647.63,O98.712,M,Oth viral dis-antepartum
64763,647.63,O98.713,M,Oth viral dis-antepartum
64764,647.64,O98.43,M,Oth viral dis-postpartum
64764,647.64,O98.53,M,Oth viral dis-postpartum
64764,647.64,O98.73,M,Oth viral dis-postpartum
64780,647.80,O98.819,M,Inf dis in preg NEC-unsp
64781,647.81,O98.611,M,Infect dis NEC-delivered
64781,647.81,O98.612,M,Infect dis NEC-delivered
64781,647.81,O98.613,M,Infect dis NEC-delivered
64781,647.81,O98.811,M,Infect dis NEC-delivered
64781,647.81,O98.812,M,Infect dis NEC-delivered
64781,647.81,O98.813,M,Infect dis NEC-delivered
64781,647.81,O98.82,M,Infect dis NEC-delivered
64781,647.81,O99.834,M,Infect dis NEC-delivered
64781,647.81,O99.830,M,Infect dis NEC-delivered
64782,647.82,O98.83,M,Infect dis NEC-del w p/p
64782,647.82,O99.835,M,Infect dis NEC-del w p/p
64783,647.83,O98.611,M,Infect dis NEC-antepart
64783,647.83,O98.612,M,Infect dis NEC-antepart
64783,647.83,O98.613,M,Infect dis NEC-antepart
64783,647.83,O98.811,M,Infect dis NEC-antepart
64783,647.83,O98.812,M,Infect dis NEC-antepart
64783,647.83,O98.813,M,Infect dis NEC-antepart
64783,647.83,O99.830,M,Infect dis NEC-antepart
64784,647.84,O98.83,M,Infect dis NEC-postpart
64784,647.84,O99.835,M,Infect dis NEC-postpart
64790,647.90,O98.919,M,Infect in preg NOS-unsp
64791,647.91,O98.911,M,Infect NOS-delivered
64791,647.91,O98.912,M,Infect NOS-delivered
64791,647.91,O98.913,M,Infect NOS-delivered
64791,647.91,O98.92,M,Infect NOS-delivered
64792,647.92,O98.93,M,Infect NOS-deliver w p/p
64793,647.93,O98.911,M,Infect NOS-antepartum
64793,647.93,O98.912,M,Infect NOS-antepartum
64793,647.93,O98.913,M,Infect NOS-antepartum
64794,647.94,O98.93,M,Infect NOS-postpartum
64800,648.00,O24.319,M,Diabetes in preg-unspec
64800,648.00,O24.019,M,Diabetes in preg-unspec
64800,648.00,O24.119,M,Diabetes in preg-unspec
64800,648.00,O24.819,M,Diabetes in preg-unspec
64800,648.00,O24.919,M,Diabetes in preg-unspec
64801,648.01,O24.32,M,Diabetes-delivered
64801,648.01,O24.911,M,Diabetes-delivered
64801,648.01,O24.912,M,Diabetes-delivered
64801,648.01,O24.913,M,Diabetes-delivered
64801,648.01,O24.92,M,Diabetes-delivered
64801,648.01,O24.011,M,Diabetes-delivered
64801,648.01,O24.012,M,Diabetes-delivered
64801,648.01,O24.013,M,Diabetes-delivered
64801,648.01,O24.02,M,Diabetes-delivered
64801,648.01,O24.111,M,Diabetes-delivered
64801,648.01,O24.112,M,Diabetes-delivered
64801,648.01,O24.113,M,Diabetes-delivered
64801,648.01,O24.12,M,Diabetes-delivered
64801,648.01,O24.311,M,Diabetes-delivered
64801,648.01,O24.312,M,Diabetes-delivered
64801,648.01,O24.313,M,Diabetes-delivered
64801,648.01,O24.811,M,Diabetes-delivered
64801,648.01,O24.812,M,Diabetes-delivered
64801,648.01,O24.813,M,Diabetes-delivered
64801,648.01,O24.82,M,Diabetes-delivered
64802,648.02,O24.93,M,Diabetes-delivered w p/p
64803,648.03,O24.911,M,Diabetes-antepartum
64803,648.03,O24.912,M,Diabetes-antepartum
64803,648.03,O24.913,M,Diabetes-antepartum
64803,648.03,O24.011,M,Diabetes-antepartum
64803,648.03,O24.012,M,Diabetes-antepartum
64803,648.03,O24.013,M,Diabetes-antepartum
64803,648.03,O24.111,M,Diabetes-antepartum
64803,648.03,O24.112,M,Diabetes-antepartum
64803,648.03,O24.113,M,Diabetes-antepartum
64803,648.03,O24.311,M,Diabetes-antepartum
64803,648.03,O24.312,M,Diabetes-antepartum
64803,648.03,O24.313,M,Diabetes-antepartum
64803,648.03,O24.811,M,Diabetes-antepartum
64803,648.03,O24.812,M,Diabetes-antepartum
64803,648.03,O24.813,M,Diabetes-antepartum
64804,648.04,O24.93,M,Diabetes-postpartum
64804,648.04,O24.03,M,Diabetes-postpartum
64804,648.04,O24.13,M,Diabetes-postpartum
64804,648.04,O24.33,M,Diabetes-postpartum
64804,648.04,O24.83,M,Diabetes-postpartum
64810,648.10,O99.280,M,Thyroid dysfun preg-unsp
64811,648.11,O99.281,M,Thyroid dysfunc-deliver
64811,648.11,O99.282,M,Thyroid dysfunc-deliver
64811,648.11,O99.283,M,Thyroid dysfunc-deliver
64811,648.11,O99.284,M,Thyroid dysfunc-deliver
64812,648.12,O90.5,M,Thyroid dysfun-del w p/p
64812,648.12,O99.285,M,Thyroid dysfun-del w p/p
64813,648.13,O99.281,M,Thyroid dysfunc-antepart
64813,648.13,O99.282,M,Thyroid dysfunc-antepart
64813,648.13,O99.283,M,Thyroid dysfunc-antepart
64814,648.14,O90.5,M,Thyroid dysfunc-postpart
64814,648.14,O99.285,M,Thyroid dysfunc-postpart
64820,648.20,O99.019,M,Anemia in preg-unspec
64821,648.21,O99.011,M,Anemia-delivered
64821,648.21,O99.012,M,Anemia-delivered
64821,648.21,O99.013,M,Anemia-delivered
64821,648.21,O99.02,M,Anemia-delivered
64822,648.22,O99.03,M,Anemia-delivered w p/p
64823,648.23,O99.011,M,Anemia-antepartum
64823,648.23,O99.012,M,Anemia-antepartum
64823,648.23,O99.013,M,Anemia-antepartum
64824,648.24,O90.81,M,Anemia-postpartum
64824,648.24,O99.03,M,Anemia-postpartum
64830,648.30,O99.320,M,Drug depend preg-unspec
64831,648.31,O99.321,M,Drug dependence-deliver
64831,648.31,O99.322,M,Drug dependence-deliver
64831,648.31,O99.323,M,Drug dependence-deliver
64831,648.31,O99.324,M,Drug dependence-deliver
64832,648.32,O99.325,M,Drug dependen-del w p/p
64833,648.33,O99.321,M,Drug dependence-antepart
64833,648.33,O99.322,M,Drug dependence-antepart
64833,648.33,O99.323,M,Drug dependence-antepart
64834,648.34,O99.325,M,Drug dependence-postpart
64840,648.40,O99.340,M,Mental dis preg-unspec
64841,648.41,O99.310,M,Mental dis preg-unspec
64841,648.41,O99.341,M,Mental disorder-deliver
64841,648.41,O99.342,M,Mental disorder-deliver
64841,648.41,O99.343,M,Mental disorder-deliver
64841,648.41,O99.344,M,Mental disorder-deliver
64841,648.41,O99.311,M,Mental disorder-deliver
64841,648.41,O99.312,M,Mental disorder-deliver
64841,648.41,O99.313,M,Mental disorder-deliver
64841,648.41,O99.314,M,Mental disorder-deliver
64842,648.42,O90.6,M,Mental dis-deliv w p/p
64842,648.42,O99.345,M,Mental dis-deliv w p/p
64843,648.43,O99.341,M,Mental disorder-antepart
64843,648.43,O99.342,M,Mental disorder-antepart
64843,648.43,O99.343,M,Mental disorder-antepart
64843,648.43,O99.311,M,Mental disorder-antepart
64843,648.43,O99.312,M,Mental disorder-antepart
64843,648.43,O99.313,M,Mental disorder-antepart
64844,648.44,O99.345,M,Mental disorder-postpart
64844,648.44,O90.6,M,Mental disorder-postpart
64844,648.44,O99.315,M,Mental disorder-postpart
64850,648.50,O99.419,M,Congen CV dis preg-unsp
64851,648.51,O99.411,M,Congen CV dis-delivered
64851,648.51,O99.412,M,Congen CV dis-delivered
64851,648.51,O99.413,M,Congen CV dis-delivered
64851,648.51,O99.42,M,Congen CV dis-delivered
64852,648.52,O99.43,M,Congen CV dis-del w p/p
64853,648.53,O99.411,M,Congen CV dis-antepartum
64853,648.53,O99.412,M,Congen CV dis-antepartum
64853,648.53,O99.413,M,Congen CV dis-antepartum
64854,648.54,O99.43,M,Congen CV dis-postpartum
64860,648.60,O99.419,M,CV dis NEC preg-unspec
64861,648.61,O99.411,M,CV dis NEC preg-deliver
64861,648.61,O99.412,M,CV dis NEC preg-deliver
64861,648.61,O99.413,M,CV dis NEC preg-deliver
64861,648.61,O99.42,M,CV dis NEC preg-deliver
64862,648.62,O99.43,M,CV dis NEC-deliver w p/p
64863,648.63,O99.411,M,CV dis NEC-antepartum
64863,648.63,O99.412,M,CV dis NEC-antepartum
64863,648.63,O99.413,M,CV dis NEC-antepartum
64864,648.64,O99.43,M,CV dis NEC-postpartum
64870,648.70,O33.0,M,Bone disord in preg-unsp
64871,648.71,O33.0,M,Bone disorder-delivered
64872,648.72,O33.0,M,Bone disorder-del w p/p
64873,648.73,O33.0,M,Bone disorder-antepartum
64874,648.74,O33.0,M,Bone disorder-postpartum
64880,648.80,O99.810,M,Abn glucose in preg-unsp
64881,648.81,O24.419,M,Abn glucose toler-deliv
64881,648.81,O24.429,M,Abn glucose toler-deliv
64881,648.81,O99.810,M,Abn glucose toler-deliv
64881,648.81,O99.814,M,Abn glucose toler-deliv
64881,648.81,O24.410,M,Abn glucose toler-deliv
64881,648.81,O24.414,M,Abn glucose toler-deliv
64881,648.81,O24.420,M,Abn glucose toler-deliv
64881,648.81,O24.424,M,Abn glucose toler-deliv
64882,648.82,O99.815,M,Abn glucose-deliv w p/p
64883,648.83,O24.419,M,Abn glucose-antepartum
64883,648.83,O99.810,M,Abn glucose-antepartum
64883,648.83,O24.410,M,Abn glucose-antepartum
64883,648.83,O24.414,M,Abn glucose-antepartum
64884,648.84,O24.439,M,Abn glucose-postpartum
64884,648.84,O99.815,M,Abn glucose-postpartum
64884,648.84,O24.430,M,Abn glucose-postpartum
64884,648.84,O24.434,M,Abn glucose-postpartum
64890,648.90,O25.10,M,Oth curr cond preg-unsp
64890,648.90,O99.280,M,Oth curr cond preg-unsp
64890,648.90,O99.519,M,Oth curr cond preg-unsp
64890,648.90,O99.619,M,Oth curr cond preg-unsp
64890,648.90,O99.719,M,Oth curr cond preg-unsp
64890,648.90,O9A.119,M,Oth curr cond preg-unsp
64890,648.90,O9A.219,M,Oth curr cond preg-unsp
64890,648.90,O9A.319,M,Oth curr cond preg-unsp
64890,648.90,O9A.419,M,Oth curr cond preg-unsp
64890,648.90,O9A.519,M,Oth curr cond preg-unsp
64891,648.91,O25.2,M,Oth curr cond-delivered
64891,648.91,O99.284,M,Oth curr cond-delivered
64891,648.91,O25.11,M,Oth curr cond-delivered
64891,648.91,O25.12,M,Oth curr cond-delivered
64891,648.91,O25.13,M,Oth curr cond-delivered
64891,648.91,O99.281,M,Oth curr cond-delivered
64891,648.91,O99.282,M,Oth curr cond-delivered
64891,648.91,O99.283,M,Oth curr cond-delivered
64891,648.91,O99.511,M,Oth curr cond-delivered
64891,648.91,O99.512,M,Oth curr cond-delivered
64891,648.91,O99.513,M,Oth curr cond-delivered
64891,648.91,O99.52,M,Oth curr cond-delivered
64891,648.91,O99.611,M,Oth curr cond-delivered
64891,648.91,O99.612,M,Oth curr cond-delivered
64891,648.91,O99.613,M,Oth curr cond-delivered
64891,648.91,O99.62,M,Oth curr cond-delivered
64891,648.91,O99.711,M,Oth curr cond-delivered
64891,648.91,O99.712,M,Oth curr cond-delivered
64891,648.91,O99.713,M,Oth curr cond-delivered
64891,648.91,O99.72,M,Oth curr cond-delivered
64891,648.91,O99.824,M,Oth curr cond-delivered
64891,648.91,O9A.111,M,Oth curr cond-delivered
64891,648.91,O9A.112,M,Oth curr cond-delivered
64891,648.91,O9A.113,M,Oth curr cond-delivered
64891,648.91,O9A.12,M,Oth curr cond-delivered
64891,648.91,O9A.211,M,Oth curr cond-delivered
64891,648.91,O9A.212,M,Oth curr cond-delivered
64891,648.91,O9A.213,M,Oth curr cond-delivered
64891,648.91,O9A.22,M,Oth curr cond-delivered
64891,648.91,O9A.311,M,Oth curr cond-delivered
64891,648.91,O9A.312,M,Oth curr cond-delivered
64891,648.91,O9A.313,M,Oth curr cond-delivered
64891,648.91,O9A.32,M,Oth curr cond-delivered
64891,648.91,O9A.411,M,Oth curr cond-delivered
64891,648.91,O9A.412,M,Oth curr cond-delivered
64891,648.91,O9A.413,M,Oth curr cond-delivered
64891,648.91,O9A.42,M,Oth curr cond-delivered
64891,648.91,O9A.511,M,Oth curr cond-delivered
64891,648.91,O9A.512,M,Oth curr cond-delivered
64891,648.91,O9A.513,M,Oth curr cond-delivered
64891,648.91,O9A.52,M,Oth curr cond-delivered
64892,648.92,O99.285,M,Oth curr cond-del w p/p
64893,648.93,O25.11,M,Oth curr cond-antepartum
64893,648.93,O25.12,M,Oth curr cond-antepartum
64893,648.93,O25.13,M,Oth curr cond-antepartum
64893,648.93,O99.281,M,Oth curr cond-antepartum
64893,648.93,O99.282,M,Oth curr cond-antepartum
64893,648.93,O99.283,M,Oth curr cond-antepartum
64893,648.93,O99.511,M,Oth curr cond-antepartum
64893,648.93,O99.512,M,Oth curr cond-antepartum
64893,648.93,O99.513,M,Oth curr cond-antepartum
64893,648.93,O99.611,M,Oth curr cond-antepartum
64893,648.93,O99.612,M,Oth curr cond-antepartum
64893,648.93,O99.613,M,Oth curr cond-antepartum
64893,648.93,O99.711,M,Oth curr cond-antepartum
64893,648.93,O99.712,M,Oth curr cond-antepartum
64893,648.93,O99.713,M,Oth curr cond-antepartum
64893,648.93,O99.820,M,Oth curr cond-antepartum
64893,648.93,O9A.111,M,Oth curr cond-antepartum
64893,648.93,O9A.112,M,Oth curr cond-antepartum
64893,648.93,O9A.113,M,Oth curr cond-antepartum
64893,648.93,O9A.211,M,Oth curr cond-antepartum
64893,648.93,O9A.212,M,Oth curr cond-antepartum
64893,648.93,O9A.213,M,Oth curr cond-antepartum
64893,648.93,O9A.311,M,Oth curr cond-antepartum
64893,648.93,O9A.312,M,Oth curr cond-antepartum
64893,648.93,O9A.313,M,Oth curr cond-antepartum
64893,648.93,O9A.411,M,Oth curr cond-antepartum
64893,648.93,O9A.412,M,Oth curr cond-antepartum
